,0
365,0.023761817493864985
366,0.05320095132333157
367,0.027944911607491667
368,0.03529021602627718
369,0.01803418301107559
370,0.02508522548485404
371,0.020598366252882912
372,0.05945395242768518
373,0.03629039676798249
374,0.028026042431183878
375,0.01718188078149744
376,0.020182882124589373
377,0.03897295753391648
378,0.0396975601583242
379,0.03296182671758742
380,0.029905188586584117
381,0.007336678176079611
382,0.0032073397805146954
383,-0.0020491111032597633
384,0.0014457857958369237
385,-0.001039698443354492
386,0.0007332280321924371
387,-0.0004956636204616975
